# library: decimal-rs
# key: method	width	scale	rounding	result
# result columns: kind(executed|na)	max_lsbe	max_ulp	scored	correctly_rounded	max_digits	reach_scale
# max_digits = exact decimal-digit length of the worst error magnitude (what the fidelity grade scores); max_lsbe is its bit-width.
# reach_scale = the depth (fractional digits) this library was actually graded at — its own last representable digit; equals `scale` for arbitrary-precision peers and decimal-scaled, equals the library's cap for a fixed-precision peer running on a deeper cell. The lsbe/ulp/digits in this row measure correctness at THAT depth (grade-at-own-last-digit), and the gap `scale - reach_scale` is the shallower-reach metric.
# source: benches/lib_cmp_precision.rs (regenerate with `cargo bench --bench lib_cmp_precision --features wide,x-wide,xx-wide,macros`)
method	width	scale	rounding	kind	max_lsbe	max_ulp	scored	correctly_rounded	max_digits	reach_scale
log2	D18	9	HalfToEven	na	-1	na	0	0	-1	9
log2	D18	13	HalfToEven	na	-1	na	0	0	-1	13
log2	D18	17	HalfToEven	na	-1	na	0	0	-1	17
log2	D38	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D38	9	HalfToEven	na	-1	na	0	0	-1	9
log2	D38	19	HalfToEven	na	-1	na	0	0	-1	19
log2	D38	28	HalfToEven	na	-1	na	0	0	-1	28
log2	D38	37	HalfToEven	na	-1	na	0	0	-1	37
log2	D57	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D57	14	HalfToEven	na	-1	na	0	0	-1	14
log2	D57	28	HalfToEven	na	-1	na	0	0	-1	28
log2	D57	42	HalfToEven	na	-1	na	0	0	-1	38
log2	D57	56	HalfToEven	na	-1	na	0	0	-1	38
log2	D76	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D76	19	HalfToEven	na	-1	na	0	0	-1	19
log2	D76	38	HalfToEven	na	-1	na	0	0	-1	38
log2	D76	57	HalfToEven	na	-1	na	0	0	-1	38
log2	D76	75	HalfToEven	na	-1	na	0	0	-1	38
log2	D115	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D115	28	HalfToEven	na	-1	na	0	0	-1	28
log2	D115	57	HalfToEven	na	-1	na	0	0	-1	38
log2	D115	86	HalfToEven	na	-1	na	0	0	-1	38
log2	D115	114	HalfToEven	na	-1	na	0	0	-1	38
log2	D153	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D153	38	HalfToEven	na	-1	na	0	0	-1	38
log2	D153	76	HalfToEven	na	-1	na	0	0	-1	38
log2	D153	114	HalfToEven	na	-1	na	0	0	-1	38
log2	D153	152	HalfToEven	na	-1	na	0	0	-1	38
log2	D230	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D230	57	HalfToEven	na	-1	na	0	0	-1	38
log2	D230	115	HalfToEven	na	-1	na	0	0	-1	38
log2	D230	172	HalfToEven	na	-1	na	0	0	-1	38
log2	D230	229	HalfToEven	na	-1	na	0	0	-1	38
log2	D307	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D307	76	HalfToEven	na	-1	na	0	0	-1	38
log2	D307	153	HalfToEven	na	-1	na	0	0	-1	38
log2	D307	230	HalfToEven	na	-1	na	0	0	-1	38
log2	D307	306	HalfToEven	na	-1	na	0	0	-1	38
log2	D462	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D462	115	HalfToEven	na	-1	na	0	0	-1	38
log2	D462	231	HalfToEven	na	-1	na	0	0	-1	38
log2	D462	346	HalfToEven	na	-1	na	0	0	-1	38
log2	D462	461	HalfToEven	na	-1	na	0	0	-1	38
log2	D616	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D616	154	HalfToEven	na	-1	na	0	0	-1	38
log2	D616	308	HalfToEven	na	-1	na	0	0	-1	38
log2	D616	462	HalfToEven	na	-1	na	0	0	-1	38
log2	D616	615	HalfToEven	na	-1	na	0	0	-1	38
log2	D924	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D924	231	HalfToEven	na	-1	na	0	0	-1	38
log2	D924	462	HalfToEven	na	-1	na	0	0	-1	38
log2	D924	693	HalfToEven	na	-1	na	0	0	-1	38
log2	D924	923	HalfToEven	na	-1	na	0	0	-1	38
log2	D1232	0	HalfToEven	na	-1	na	0	0	-1	0
log2	D1232	308	HalfToEven	na	-1	na	0	0	-1	38
log2	D1232	616	HalfToEven	na	-1	na	0	0	-1	38
log2	D1232	924	HalfToEven	na	-1	na	0	0	-1	38
log2	D1232	1231	HalfToEven	na	-1	na	0	0	-1	38
log10	D18	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D18	4	HalfToEven	na	-1	na	0	0	-1	4
log10	D18	9	HalfToEven	na	-1	na	0	0	-1	9
log10	D18	13	HalfToEven	na	-1	na	0	0	-1	13
log10	D18	17	HalfToEven	na	-1	na	0	0	-1	17
log10	D38	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D38	9	HalfToEven	na	-1	na	0	0	-1	9
log10	D38	19	HalfToEven	na	-1	na	0	0	-1	19
log10	D38	28	HalfToEven	na	-1	na	0	0	-1	28
log10	D38	37	HalfToEven	na	-1	na	0	0	-1	37
log10	D57	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D57	14	HalfToEven	na	-1	na	0	0	-1	14
log10	D57	28	HalfToEven	na	-1	na	0	0	-1	28
log10	D57	42	HalfToEven	na	-1	na	0	0	-1	38
log10	D57	56	HalfToEven	na	-1	na	0	0	-1	38
log10	D76	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D76	19	HalfToEven	na	-1	na	0	0	-1	19
log10	D76	38	HalfToEven	na	-1	na	0	0	-1	38
log10	D76	57	HalfToEven	na	-1	na	0	0	-1	38
log10	D76	75	HalfToEven	na	-1	na	0	0	-1	38
log10	D115	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D115	28	HalfToEven	na	-1	na	0	0	-1	28
log10	D115	57	HalfToEven	na	-1	na	0	0	-1	38
log10	D115	86	HalfToEven	na	-1	na	0	0	-1	38
log10	D115	114	HalfToEven	na	-1	na	0	0	-1	38
log10	D153	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D153	38	HalfToEven	na	-1	na	0	0	-1	38
log10	D153	76	HalfToEven	na	-1	na	0	0	-1	38
log10	D153	114	HalfToEven	na	-1	na	0	0	-1	38
log10	D153	152	HalfToEven	na	-1	na	0	0	-1	38
log10	D230	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D230	57	HalfToEven	na	-1	na	0	0	-1	38
log10	D230	115	HalfToEven	na	-1	na	0	0	-1	38
log10	D230	172	HalfToEven	na	-1	na	0	0	-1	38
log10	D230	229	HalfToEven	na	-1	na	0	0	-1	38
log10	D307	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D307	76	HalfToEven	na	-1	na	0	0	-1	38
log10	D307	153	HalfToEven	na	-1	na	0	0	-1	38
log10	D307	230	HalfToEven	na	-1	na	0	0	-1	38
log10	D307	306	HalfToEven	na	-1	na	0	0	-1	38
log10	D462	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D462	115	HalfToEven	na	-1	na	0	0	-1	38
log10	D462	231	HalfToEven	na	-1	na	0	0	-1	38
log10	D462	346	HalfToEven	na	-1	na	0	0	-1	38
log10	D462	461	HalfToEven	na	-1	na	0	0	-1	38
log10	D616	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D616	154	HalfToEven	na	-1	na	0	0	-1	38
log10	D616	308	HalfToEven	na	-1	na	0	0	-1	38
log10	D616	462	HalfToEven	na	-1	na	0	0	-1	38
log10	D616	615	HalfToEven	na	-1	na	0	0	-1	38
log10	D924	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D924	231	HalfToEven	na	-1	na	0	0	-1	38
log10	D924	462	HalfToEven	na	-1	na	0	0	-1	38
log10	D924	693	HalfToEven	na	-1	na	0	0	-1	38
log10	D924	923	HalfToEven	na	-1	na	0	0	-1	38
log10	D1232	0	HalfToEven	na	-1	na	0	0	-1	0
log10	D1232	308	HalfToEven	na	-1	na	0	0	-1	38
log10	D1232	616	HalfToEven	na	-1	na	0	0	-1	38
log10	D1232	924	HalfToEven	na	-1	na	0	0	-1	38
log10	D1232	1231	HalfToEven	na	-1	na	0	0	-1	38
exp2	D18	0	HalfToEven	na	-1	na	0	0	-1	0
exp2	D18	4	HalfToEven	na	-1	na	0	0	-1	4
exp2	D18	9	HalfToEven	na	-1	na	0	0	-1	9
exp2	D18	13	HalfToEven	na	-1	na	0	0	-1	13
exp2	D18	17	HalfToEven	na	-1	na	0	0	-1	17
exp2	D38	0	HalfToEven	na	-1	na	0	0	-1	0
